3:45 AM 22.9 °F 16.0 °F 76 % WSW 6.0 mph 12.0 mph 30.31 in 0.00 in 0.00 in w/m²
4:00 AM 22.7 °F 17.0 °F 77 % WSW 0.0 mph 0.0 mph 30.30 in 0.00 in 0.00 in w/m²
4:15 AM 22.6 °F 17.0 °F 78 % WSW 0.0 mph 0.0 mph 30.32 in 0.00 in 0.00 in w/m²
4:30 AM 22.5 °F 17.0 °F 78 % SW 0.0 mph 0.0 mph 30.33 in 0.00 in 0.00 in w/m²
4:45 AM 22.0 °F 16.0 °F 78 % West 0.0 mph 0.0 mph 30.33 in 0.00 in 0.00 in w/m²
5:00 AM -- -- -- North -- -- 30.33 in 0.00 in 0.00 in w/m²
5:15 AM -- -- -- North -- -- 30.33 in 0.00 in 0.00 in w/m²
5:30 AM -- -- -- North -- -- 30.34 in 0.00 in 0.00 in w/m²
5:45 AM -- -- -- North -- -- 30.35 in 0.00 in 0.00 in w/m²
6:00 AM -- -- -- North -- -- 30.36 in 0.00 in 0.00 in w/m²
6:15 AM -- -- -- North -- -- 30.37 in 0.00 in 0.00 in w/m²
6:30 AM -- -- -- North -- -- 30.38 in 0.00 in 0.00 in w/m²
6:45 AM -- -- -- North -- -- 30.38 in 0.00 in 0.00 in w/m²
7:00 AM -- -- -- North -- -- 30.39 in 0.00 in 0.00 in w/m²
7:15 AM -- -- -- North -- -- 30.39 in 0.00 in 0.00 in w/m²
7:30 AM -- -- -- North -- -- 30.40 in 0.00 in 0.00 in w/m²
7:45 AM -- -- -- North -- -- 30.41 in 0.00 in 0.00 in w/m²
8:00 AM -- -- -- North -- -- 30.41 in 0.00 in 0.00 in w/m²
8:15 AM -- -- -- North -- -- 30.42 in 0.00 in 0.00 in w/m²
8:30 AM 19.3 °F 14.0 °F 79 % WSW 0.0 mph 6.0 mph 30.43 in 0.00 in 0.00 in w/m²
8:45 AM 19.0 °F 13.0 °F 78 % WSW 0.0 mph 0.0 mph 30.43 in 0.00 in 0.00 in w/m²
9:00 AM 18.9 °F 13.0 °F 77 % SW 0.0 mph 7.0 mph 30.44 in 0.00 in 0.00 in w/m²
9:15 AM 18.7 °F 12.0 °F 75 % SSW 0.0 mph 7.0 mph 30.45 in 0.00 in 0.00 in w/m²
9:30 AM 19.3 °F 12.0 °F 72 % SW 0.0 mph 0.0 mph 30.46 in 0.00 in 0.00 in w/m²
9:45 AM 19.5 °F 12.0 °F 71 % WSW 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
10:00 AM 19.5 °F 11.0 °F 70 % WNW 0.0 mph 0.0 mph 30.44 in 0.00 in 0.00 in w/m²
10:16 AM 19.9 °F 12.0 °F 70 % WNW 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
10:30 AM 20.3 °F 12.0 °F 71 % SSE 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
10:45 AM 21.3 °F 13.0 °F 70 % WNW 0.0 mph 0.0 mph 30.44 in 0.00 in 0.00 in w/m²
11:00 AM 21.5 °F 12.0 °F 68 % WNW 0.0 mph 0.0 mph 30.44 in 0.00 in 0.00 in w/m²
11:15 AM 21.7 °F 13.0 °F 69 % WSW 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
11:30 AM 21.8 °F 13.0 °F 68 % WSW 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
11:46 AM 22.5 °F 13.0 °F 67 % SSW 0.0 mph 0.0 mph 30.46 in 0.00 in 0.00 in w/m²
12:00 PM 22.3 °F 12.0 °F 65 % West 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
12:15 PM 23.2 °F 13.0 °F 66 % South 0.0 mph 0.0 mph 30.46 in 0.00 in 0.00 in w/m²
12:30 PM 23.2 °F 13.0 °F 65 % SW 0.0 mph 0.0 mph 30.45 in 0.00 in 0.00 in w/m²
12:45 PM 24.3 °F 14.0 °F 64 % South 0.0 mph 1.0 mph 30.45 in 0.00 in 0.00 in w/m²
1:00 PM 25.5 °F 14.0 °F 61 % SW 0.0 mph 0.0 mph 30.44 in 0.00 in 0.00 in w/m²
1:15 PM 25.4 °F 14.0 °F 61 % West 0.0 mph 0.0 mph 30.43 in 0.00 in 0.00 in w/m²
1:30 PM 25.3 °F 14.0 °F 63 % South 0.0 mph 0.0 mph 30.42 in 0.00 in 0.00 in w/m²
1:45 PM 25.6 °F 15.0 °F 64 % South 0.0 mph 0.0 mph 30.41 in 0.00 in 0.00 in w/m²
2:00 PM 26.0 °F 14.0 °F 62 % WSW 0.0 mph 0.0 mph 30.41 in 0.00 in 0.00 in w/m²
2:15 PM 25.3 °F 13.0 °F 60 % SSW 0.0 mph 0.0 mph 30.41 in 0.00 in 0.00 in w/m²
2:30 PM 25.8 °F 14.0 °F 61 % South 0.0 mph 0.0 mph 30.40 in 0.00 in 0.00 in w/m²
2:45 PM 25.8 °F 14.0 °F 61 % WSW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
3:00 PM 26.5 °F 14.0 °F 60 % SW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
3:15 PM 26.4 °F 14.0 °F 59 % SW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
3:30 PM 26.0 °F 13.0 °F 58 % South 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
3:45 PM 26.3 °F 14.0 °F 60 % SW 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
4:00 PM 26.9 °F 14.0 °F 58 % WNW 0.0 mph 0.0 mph 30.36 in 0.00 in 0.00 in w/m²
4:15 PM 27.0 °F 14.0 °F 58 % SW 0.0 mph 0.0 mph 30.36 in 0.00 in 0.00 in w/m²
4:30 PM 27.6 °F 14.0 °F 58 % South 0.0 mph 1.0 mph 30.37 in 0.00 in 0.00 in w/m²
4:45 PM 27.9 °F 14.0 °F 56 % SSW 0.0 mph 1.0 mph 30.36 in 0.00 in 0.00 in w/m²
5:00 PM 28.4 °F 14.0 °F 55 % SW 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
5:15 PM 27.6 °F 13.0 °F 55 % SW 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
5:30 PM 27.7 °F 13.0 °F 55 % SSE 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
5:45 PM 27.6 °F 13.0 °F 55 % West 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
6:00 PM 27.4 °F 13.0 °F 56 % WNW 0.0 mph 0.0 mph 30.37 in 0.00 in 0.00 in w/m²
6:15 PM 27.6 °F 14.0 °F 57 % SSW 0.0 mph 1.0 mph 30.37 in 0.00 in 0.00 in w/m²
6:30 PM 27.4 °F 13.0 °F 56 % WSW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
6:45 PM 27.1 °F 13.0 °F 56 % West 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
7:00 PM 26.6 °F 13.0 °F 58 % West 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
7:15 PM 26.6 °F 14.0 °F 60 % WSW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
7:30 PM 26.3 °F 14.0 °F 59 % West 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
7:45 PM 26.4 °F 14.0 °F 59 % West 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
8:00 PM 26.3 °F 14.0 °F 60 % WNW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
8:15 PM 26.1 °F 14.0 °F 60 % WSW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
8:30 PM 25.9 °F 13.0 °F 59 % WSW 0.0 mph 1.0 mph 30.39 in 0.00 in 0.00 in w/m²
8:45 PM 26.0 °F 13.0 °F 59 % WSW 0.0 mph 6.0 mph 30.40 in 0.00 in 0.00 in w/m²
9:00 PM 25.9 °F 15.0 °F 63 % WNW 0.0 mph 0.0 mph 30.40 in 0.00 in 0.00 in w/m²
9:15 PM 25.6 °F 15.0 °F 65 % West 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
9:30 PM 25.4 °F 15.0 °F 65 % WNW 0.0 mph 0.0 mph 30.40 in 0.00 in 0.00 in w/m²
9:45 PM 25.0 °F 15.0 °F 65 % West 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
10:00 PM 24.9 °F 15.0 °F 65 % NW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
10:15 PM 24.6 °F 14.0 °F 65 % WNW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
10:30 PM 24.5 °F 14.0 °F 65 % West 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
10:45 PM 24.5 °F 15.0 °F 66 % WNW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
11:00 PM 24.4 °F 14.0 °F 66 % West 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
11:15 PM 24.4 °F 15.0 °F 67 % NNW 0.0 mph 0.0 mph 30.38 in 0.00 in 0.00 in w/m²
11:30 PM 24.1 °F 15.0 °F 67 % NW 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
11:45 PM 24.2 °F 14.0 °F 66 % West 0.0 mph 0.0 mph 30.39 in 0.00 in 0.00 in w/m²
